bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,NHW_speed,NLW_speed,ELW_speed,avg_speed,NHW_speed_offshore,NLW_speed_offshore,ELW_speed_offshore,avg_speed_offshore,distanceOutBay,L_onLive_diameter_1,L_onLive_diameter_2,L_onLive_diameter_3,L_onLive_diameter_4,avg_L_onLive_diameter,max_L_onLive_diameter,min_L_onLive_diameter,L_onDead_diameter_1,L_onDead_diameter_2,L_onDead_diameter_3,L_onDead_diameter_4,avg_L_onDead_diameter,max_L_onDead_diameter,min_L_onDead_diameter,D_onLive_diameter_1,D_onLive_diameter_2,D_onLive_diameter_3,D_onLive_diameter_4,avg_D_onLive_diameter,max_D_onLive_diameter,min_D_onLive_diameter,D_onDead_diameter_1,D_onDead_diameter_2,D_onDead_diameter_3,D_onDead_diameter_4,avg_D_onDead_diameter,max_D_onDead_diameter,min_D_onDead_diameter,notes,collector1,collector2,collector3
20,BCB,4,12_may_2024,14:40,16:30,Back Cook's Bay,-17.503769,-149.819111,-17.502995,-149.818688,84,3,7,1,0,1,0,0,9,0.778,0.111,0.000,0.111,0.000,0.000,Porites lobata,163,23,23,19,58,186,120,0,0,0,0,0,0,0,120,0,0,1097.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,853.333,0.000,0.000,0.460,0.585,0.560,4.298,5.270,4.578,0.009964,0.002335,0.001487,0.005632,0.011444,0.001513,0.003489,0.006575,-2102,1.5,0.3,1.4,1.4,1.2,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Natalie Loftus,
1,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,1,-9,0,0,41,4,0,0,45,0.000,0.000,0.911,0.089,0.000,0.000,Porites lobata,133,47,62,47,149,180,0,0,0,0,0,6,0,0,0,0,6,,0.000,,0.000,,8.533,0.000,0.000,0.000,0.000,8.533,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
2,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,12,-5,1,0,4,10,0,0,15,0.067,0.000,0.267,0.667,0.000,0.000,Porites lobata,143,15,48,45,126,158,2,0,0,0,0,0,0,0,2,0,0,128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.533,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
3,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,28,-3,17,0,0,0,0,0,17,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,125,28,34,27,95,153,60,0,0,0,0,0,1,0,60,0,0,225.882,,0.000,,0.000,,3.765,0.000,225.882,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,0.3,0.9,0.2,0.2,0.4,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
4,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,29,-3,3,0,6,0,0,0,9,0.333,0.000,0.667,0.000,0.000,0.000,Porites lobata,132,28,31,25,66,160,25,0,1,0,0,4,0,0,25,1,5,533.333,0.000,21.333,0.000,0.000,42.667,0.000,0.000,177.778,7.111,35.556,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,3,0.9,0.2,0.1,1.05,3,0.1,,,,,,,,2.5,,,,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus,
5,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,32,-8,22,0,30,54,0,0,106,0.208,0.000,0.283,0.509,0.000,0.000,Porites lobata,122,43,103,70,196,165,15,0,0,0,0,5,0,0,15,0,5,43.636,0.000,0.000,0.000,0.000,3.810,0.000,0.000,9.057,0.000,3.019,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,0.2,0.3,1.3,0.2,0.5,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
6,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,32,-3,42,0,11,17,0,0,70,0.600,0.000,0.157,0.243,0.000,0.000,Porites lobata,103,43,78,63,219,146,35,2,5,0,0,2,0,0,37,5,7,53.333,4.571,7.619,0.000,0.000,4.571,0.000,0.000,33.829,4.571,6.400,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,2,1.9,3.1,0.3,1.825,3.1,0.3,1.4,0.9,,,1.15,1.4,0.9,3.1,2,2,2,2.275,3.1,2,,,,,,,,,Ethan Kahn,Natalie Loftus,
7,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,33,-6,33,0,20,19,0,0,72,0.458,0.000,0.278,0.264,0.000,0.000,Porites lobata,98,55,85,67,224,153,31,0,3,0,0,1,0,0,31,3,4,60.121,0.000,5.818,0.000,0.000,1.641,0.000,0.000,27.556,2.667,3.556,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,2.5,1.4,0.2,0.2,1.075,2.5,0.2,,,,,,,,2.5,1.4,0.7,,1.533333333,2.5,0.7,,,,,,,,,Ethan Kahn,Natalie Loftus,
8,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,-3,1,0,1,0,0,0,2,0.500,0.000,0.500,0.000,0.000,0.000,Porites lobata,131,17,16,12,41,148,15,5,0,0,0,0,0,0,20,0,0,960.000,320.000,0.000,0.000,0.000,0.000,0.000,0.000,640.000,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,1.3,1.4,0.8,0.8,1.075,1.4,0.8,1.4,0.3,0.3,0.3,0.575,1.4,0.3,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
9,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,40,-4,1,0,1,2,0,0,4,0.250,0.000,0.250,0.500,0.000,0.000,Porites lobata,110,21,24,17,54,131,7,1,0,0,0,4,0,0,8,0,4,448.000,21.333,0.000,0.000,0.000,85.333,0.000,0.000,128.000,0.000,64.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,2,0.2,1.4,1.4,1.25,2,0.2,0.3,,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
10,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,50,-9,7,0,1,3,0,0,11,0.636,0.000,0.091,0.273,0.000,0.000,Porites lobata,104,22,31,23,83,126,43,0,0,0,0,0,0,0,43,0,0,393.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.182,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,0.7,2,0.2,0.3,0.8,2,0.2,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
11,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,8,5,3,0,0,0,0,0,3,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,304,14,18,16,44,318,80,0,0,0,0,0,0,0,80,0,0,1706.667,,0.000,,0.000,,0.000,0.000,1706.667,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,4.0,4.0,1.7,2.0,2.9,4.0,1.7,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
12,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,9,1,15,0,0,0,0,0,15,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,110,29,32,21,68,139,1,0,0,0,0,0,0,0,1,0,0,4.267,,0.000,,0.000,,0.000,0.000,4.267,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,4.0,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
13,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,11,-1,18,0,0,0,0,0,18,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,125,26,29,23,73,151,25,0,0,1,0,0,0,0,25,1,1,88.889,,0.000,,0.000,,0.000,0.000,88.889,3.556,3.556,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,5.4,1.5,1.6,1.6,2.5,5.4,1.5,,,,,,,,,,,,,,,5.2,,,,5.2,5.2,5.2,,Ellie Fox,Zoe Fu-Chen,
14,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,13,-8,15,0,0,6,0,0,21,0.714,0.000,0.000,0.286,0.000,0.000,Porites lobata,118,22,37,26,100,140,152,0,0,0,0,0,0,0,152,0,0,648.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,463.238,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,3.4,3.6,3.9,4.0,3.7,4.0,3.4,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
15,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,26,0,11,4,0,1,0,0,16,0.688,0.250,0.000,0.063,0.000,0.000,Porites lobata,141,27,50,23,135,168,5,0,0,0,0,0,0,0,5,0,0,29.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,3.1,3.6,3.1,3.2,3.3,3.6,3.1,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
16,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,34,9,9,0,0,0,0,0,9,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,673,19,26,20,62,692,229,0,0,0,0,0,0,0,229,0,0,1628.444,,0.000,,0.000,,0.000,0.000,1628.444,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,1.3,1.0,1.4,0.8,1.1,1.4,0.8,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
17,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,6,2,0,0,0,0,0,2,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,296,13,16,14,38,309,18,0,0,0,0,0,0,0,18,0,0,576.000,,0.000,,0.000,,0.000,0.000,576.000,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,3.0,2.0,3.0,4.7,3.2,4.7,2.0,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
18,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,45,-1,23,21,0,9,0,0,53,0.434,0.396,0.000,0.170,0.000,0.000,Porites lobata,96,35,56,50,180,131,123,6,0,0,0,4,0,0,129,0,4,342.261,12.800,0.000,0.000,0.000,8.533,0.000,0.000,155.774,0.000,4.830,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,4.5,3.0,3.6,4.0,3.8,4.5,3.0,3.3,3.3,3.2,2.6,3.1,3.3,2.6,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
19,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,-2,30,17,0,1,0,0,48,0.625,0.354,0.000,0.021,0.000,0.000,Porites lobata,93,45,60,46,182,138,57,0,0,0,0,0,0,0,57,0,0,121.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.000,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,5.0,3.0,3.4,3.3,3.7,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
20,MCB,5,09_may_2024,08:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,1,8,0,0,3,0,0,11,0.727,0.000,0.000,0.273,0.000,0.000,Porites lobata,111,19,23,20,63,130,110,0,0,0,0,0,0,0,110,0,0,880.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,640.000,0.000,0.000,0.435,0.571,0.489,4.075,5.223,4.308,0.013983,0.000721,0.002983,0.007387,0.023418,0.005708,0.009605,0.014829,-1437,2.2,3.0,2.2,4.0,2.9,4.0,2.2,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
1,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,3,-8,2,1,0,1,0,0,4,0.500,0.250,0.000,0.250,0.000,0.000,Porites lobata,36,63,19,18,48,99,0,0,0,0,1,0,0,0,0,0,1,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,16.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
3,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,10,-2,32,0,0,0,10,0,42,0.762,0.000,0.000,0.000,0.238,0.000,Porites lobata,85,39,49,42,125,124,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
6,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,25,0,10,1,0,0,1,0,12,0.833,0.083,0.000,0.000,0.083,0.000,Porites lobata,88,31,27,22,77,119,1,0,1,0,2,0,0,0,1,1,3,6.400,0.000,6.400,0.000,12.800,0.000,0.000,0.000,5.333,5.333,16.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,5,,,,5,5,5,,,,,,,,2,,,,2,2,2,,,,,,,,,Ethan Kahn,Natalie Loftus,
7,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,44,-5,2,0,0,4,2,0,8,0.250,0.000,0.000,0.500,0.250,0.000,Porites lobata,53,30,28,22,78,83,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
8,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,47,-8,103,1,4,5,1,0,114,0.904,0.009,0.035,0.044,0.009,0.000,Porites lobata,84,58,95,59,224,142,13,0,2,0,1,0,0,0,13,2,3,8.078,0.000,1.243,0.000,0.621,0.000,0.000,0.000,7.298,1.123,1.684,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,0.2,0.3,0.1,1.3,0.475,1.3,0.1,,,,,,,,3.1,4.7,,,3.9,4.7,3.1,,,,,,,,,Ethan Kahn,Natalie Loftus,
9,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,48,-1,8,0,5,0,0,0,13,0.615,0.000,0.385,0.000,0.000,0.000,Porites lobata,121,35,28,21,54,156,9,0,0,1,0,0,0,0,9,1,1,72.000,0.000,0.000,12.800,0.000,0.000,0.000,0.000,44.308,4.923,4.923,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,2,1.9,0.2,0.2,1.075,2,0.2,,,,,,,,,,,,,,,4.7,,,,4.7,4.7,4.7,,Ethan Kahn,Natalie Loftus,
10,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,49,-7,78,15,13,10,0,0,116,0.672,0.129,0.112,0.086,0.000,0.000,Porites lobata,81,70,92,54,231,151,8,0,0,0,0,10,0,0,8,0,10,6.564,0.000,0.000,0.000,0.000,16.842,0.000,0.000,4.414,0.000,5.517,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,2.5,1.4,0.8,1.3,1.5,2.5,0.8,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
11,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,9,5,15,0,3,0,0,0,18,0.833,0.000,0.167,0.000,0.000,0.000,Porites lobata,105,20,32,27,88,125,10,0,0,0,0,0,0,0,10,0,0,42.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.556,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,3.3,4,3.3,4,3.65,4,3.3,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
12,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,12,0,26,3,0,16,0,0,45,0.578,0.067,0.000,0.356,0.000,0.000,Porites lobata,60,67,66,63,217,127,1,0,0,0,0,0,0,0,1,0,0,2.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.422,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,4.5,,,,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
13,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,19,4,11,0,3,0,0,0,14,0.786,0.000,0.214,0.000,0.000,0.000,Porites lobata,102,19,26,23,72,121,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
14,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,23,0,0,67,6,11,0,0,84,0.000,0.798,0.071,0.131,0.000,0.000,Porites lobata,17,73,75,60,220,90,0,1,0,0,0,0,0,0,1,0,0,,0.762,,0.000,,0.000,0.000,0.000,0.762,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,5.1,,,,5.1,5.1,5.1,,,,,,,,,,,,,,,89 (small tiny holes on dead coral near each other doesn't seem like dendro),Ellie Fox,Zoe Fu-Chen,
15,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,23,5,18,20,0,0,0,0,38,0.474,0.526,0.000,0.000,0.000,0.000,Porites lobata,128,36,43,33,88,164,1,0,0,0,0,0,0,0,1,0,0,3.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.684,0.000,0.000,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,3.2,,,,3.2,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
16,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,29,2,33,18,5,7,0,0,63,0.524,0.286,0.079,0.111,0.000,0.000,Porites lobata,58,66,72,57,197,124,0,0,5,0,0,1,0,0,0,5,6,0.000,0.000,9.697,0.000,0.000,2.133,0.000,0.000,0.000,5.079,6.095,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,5.4,5.5,4.1,4.15,4.7875,5.5,4.1,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
17,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,35,10,15,1,0,1,0,0,17,0.882,0.059,0.000,0.059,0.000,0.000,Porites lobata,198,23,28,26,77,221,28,0,0,0,2,1,0,0,28,0,3,119.467,0.000,0.000,0.000,8.533,32.000,0.000,0.000,105.412,0.000,11.294,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,2.4,2,3.1,3.1,2.65,3.1,2,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
18,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,38,0,0,15,0,34,0,0,49,0.000,0.306,0.000,0.694,0.000,0.000,Porites lobata,57,49,44,38,102,106,0,0,0,1,0,0,0,0,0,1,1,,0.000,,1.306,,0.000,0.000,0.000,0.000,1.306,1.306,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 on dead coral (doesn't seem like dendro),Ellie Fox,Zoe Fu-Chen,
20,OCB,6,29_apr_2024,08:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,49,8,16,0,0,6,0,0,22,0.727,0.000,0.000,0.273,0.000,0.000,Porites lobata,101,29,28,19,58,130,4,0,2,0,0,0,0,0,4,2,2,16.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,11.636,5.818,5.818,0.610,0.596,0.358,3.545,4.469,3.871,0.025524,0.002778,0.003985,0.013543,0.022027,0.005315,0.002385,0.012270,-328,5.1,7.1,3.1,2.1,4.35,7.1,2.1,,,,,,,,,,,,,,,,,,,,,,"1 Lithophaga on live coral clearly dead, diameter 7.1 cm",Ellie Fox,Zoe Fu-Chen,
1,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,3,-1,23,0,2,4,0,0,29,0.793,0.000,0.069,0.138,0.000,0.000,Porites lobata,91,96,29,24,80,187,0,0,1,0,0,0,0,0,0,1,1,0.000,0.000,2.783,0.000,0.000,0.000,0.000,0.000,0.000,2.207,2.207,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,5.3,,,,5.3,5.3,5.3,,,,,,,,,Ethan Kahn,Natalie Loftus,
2,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,3,0,4,0,0,4,0,0,8,0.500,0.000,0.000,0.500,0.000,0.000,Porites lobata,105,90,15,15,44,195,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
3,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,4,0,3,4,0,3,0,0,10,0.300,0.400,0.000,0.300,0.000,0.000,Porites lobata,81,121,15,10,40,202,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
4,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,4,-3,48,0,27,0,12,0,87,0.552,0.000,0.310,0.000,0.138,0.000,Porites lobata,66,100,59,49,138,166,1,0,0,0,1,0,0,1,1,0,1,1.333,0.000,0.000,0.000,1.333,0.000,0.000,0.736,0.736,0.000,0.736,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,3.1,,,,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
